페이지,순번,게시일,리포트명,종목명,티커,거래소,투자의견,PDF URL,PDF 파일명,리포트 현재주가,Bear 목표가,Base 목표가,Bull 목표가,목표가 통화,목표가 세부,투자포인트,추출 상태,비고
14,12,2021-12-13T02:50:05,"Equity Research, 세아제강지주",세아제강지주,003030,KRX,Buy,http://snusmic.com/wp-content/uploads/2021/12/21_2_4주차_수정보고서_3팀_세아제강지주.pdf,2021-12-13_equity-research-세아제강지주.pdf,110000.0,,154000.0,,KRW,rating=Buy; base=154000,"##### Rating ## Buy 목표주가: 154,000 원 현재주가: 110,000 원 상승여력: 40% 12M 주가추이 시가총액 4,566 억원 Balance sheet data 순자산 PBR 2 조 1.682 억 0.49 배 12.68% ROE Earning data PER 12M EPS EV/EBITDA 3.32 배 33155 원 6.12 배 ##### 주요 주주 에이팩인베스터스 22.82% 이주성 21.63% SMIC 3 팀 팀장 43 기 박규형 팀원 43 기 김필호 44 기 김영서 44 기 김용준 44 기 오유진 ### 1. 음… 세아제강지주….? - 1.1. 기업 소개 동사는 강관의 제조와 유통, 판매를 영위하는 지주회사다. 강관 사업을 펼치는 자회사들 위주로 사업이 전개되고 있으며, 일부 판재 사업을 진행하고 있다. -...",ok,markdown reextract; Korean numeric ticker; exchange prefix inferred as KRX
15,1,2021-12-13T02:49:28,"Equity Research, 엔켐",엔켐,348370,KRX,,http://snusmic.com/wp-content/uploads/2021/12/21_2_4주차_수정보고서_2팀_엔켐.pdf,2021-12-13_equity-research-엔켐.pdf,108600.0,,174900.0,,KRW,base=174900,"1 : 폭발적인 증설, 추가 상향 필수! - 4. 투자포인트 2 : 안정적 이익률도 가능하다! - 5. Issue & Risk - 6. Valuation - 7. Appendix #### Rating ## Conviction Buy 목표주가: 174,900 원 현재주가: 108,600 원 상승여력: 61% 12M 주가추이 시가총액 1 조 6,503 억원 Balance sheet data 순자산 PBR 1,381 억원 11.95 배 Earning data 21E PER 12M EPS 114.57 배 936 원 #### 주요 주주 브라만피에스창인 29.03% 오정강 외 1 인 23.55% SMIC 2 팀 팀장 43 기 박소현 팀원 43 기 최희창 44 기 김우일 44 기 문준오 44 기 신승교 ### 0. Intro 국내 2차전지 소재 업체...",ok,markdown reextract; Korean numeric ticker; exchange prefix inferred as KRX
15,2,2021-12-13T02:46:36,"Equity Research, 에스티팜",에스티팜,237690,KRX,Buy,http://snusmic.com/wp-content/uploads/2021/12/21_2_4주차_수정보고서_1팀_에스티팜.pdf,2021-12-13_equity-research-에스티팜-2.pdf,128000.0,,185000.0,,KRW,rating=Buy; base=185000,"DCF Method - 9. Appendix <Earning Table> 목표주가: 185,000 원 현재주가: 128,000 원 상승여력: 44.5 % 12M 주가추이 시가총액 2 조 3,880 억원 ###### Balance sheet(‘20) 순자산 2,967.5 억원 PBR 6.56 x ROE - -4.08 % - -3.35 % 6.50% ROA Earning data(’20) PER N/A EPS -651 원 당기순이익 - -131.5 억원 - -188.2 억원 - -15.16 % - -476.36 x 영업이익 영업이익률 EV/EBITDA 주요 주주 동아쏘시오홀딩스 외 46.87% 국민연금공단 5.03% SMIC 1 팀 팀장 43 기 박성준 팀원 43 기 신승연 - 43 기 신희원 - 44 기 이성규 44 기 최정주 #### 0...",ok,markdown reextract; Korean numeric ticker; exchange prefix inferred as KRX
15,3,2021-11-30T13:05:39,"Equity Research, Inmode",Inmode,INMD,NASDAQ,Strong Buy,http://snusmic.com/wp-content/uploads/2021/11/21_2_3주차_수정보고서_5팀_Inmode.pdf,2021-11-30_equity-research-inmode.pdf,,,172.11,,USD,rating=Strong Buy; base=172.11,- 7. Q&A <Earning Table> Rating ## Strong Buy Target Price: $ 172.11 Current Price: $ 92.62 Upside: 86% 12M Price Market Cap. $7.074B ##### Balance sheet data BV of Equity PBR ROE ROA $254M 18.8 25.76% 48.20% 6.83% Earning data 12M EPS 12M Net income 12M Ebitda 12M GPM 12M OPM $1.74 - $148.4M - $149.25M 85% 46.17% Major Shareholders Mosche 12% Michael 10% Stephen 10% SMIC 5 Team 43rd Jaehee Lee (Head) 43rd Jaemin...,ok,markdown reextract
15,4,2021-11-30T13:04:43,"Equity Research, Opendoor",Opendoor,OPEN,NASDAQ,Buy,http://snusmic.com/wp-content/uploads/2021/11/21_2_3주차_수정보고서_4팀_Opendoor_Technologies_.pdf,2021-11-30_equity-research-opendoor.pdf,20.64,,35.37,,USD,rating=Buy; base=35.37,"– Peer PSR & PER Method - 6. Appendix Projected Income Statement |(In Millions of USD)|2018 2019 2020|1Q21 2Q21 3Q21|2021E 2022E 2023E 2024E 2025E 2026E 2027E 2028E 2029E 2030E| |---|---|---|---| |Revenue<br><br>Revenue YoY (%)|1,838 4,741 2,583<br><br>157.91% -45.51%|747 1,185 2,266<br><br>-40.49% 60.22% 569.31%|7,299 12,898 20,566 28,832 41,118 58,554 82,102 113,509 154,630 211,582<br><br>182.58% 76.70% 59.45% 4...",ok,markdown reextract
15,5,2021-11-30T13:03:45,"Equity Research, Z-holdings",Z-holdings,4689,TYO,Buy,http://snusmic.com/wp-content/uploads/2021/11/21_3주차_수정보고서_3팀_Z_Holdings_Corporation.pdf,2021-11-30_equity-research-z-holdings.pdf,825.5,,1210.0,,JPY,rating=Buy; base=1210,"##### Rating ## Buy 목표주가: 1,210 JPY 현재주가: 825.5 JPY 상승여력: 46% 12M 주가추이 시가총액 6 조 271 억 JPY Balance sheet data 순자산 PBR 2 조 6,823 억 JPY 2.22 배 4.06% ROE Earning data PER 12M EPS EV/EBITDA 66.92 배 12.34 JPY 21.95 배 ##### 주요 주주 A Holdings 65.3% SMIC 3 팀 팀장 43 기 박규형 팀원 43 기 김필호 44 기 김영서 44 기 김용준 44 기 오유진 ### 0. Intro Z Holdings: 6조 271억 엔 네이버: 66조 3.624억 원 동사와 네이버의 시가총액이다. 라인과 야후!의 합병으로 탄생한 동사는 일본판 네이버 와 카카오가 만난 거대 플랫폼인...",ok,markdown reextract
15,6,2021-11-30T13:01:54,"equity Research, Muyuan foods co ltd",Muyuan foods co ltd,002714,SZSE,Strong Buy,http://snusmic.com/wp-content/uploads/2021/11/21_2_3주차_수정보고서_2팀_목원식품.pdf,2021-11-30_equity-research-muyuan-foods-co-ltd.pdf,56.0,,20.0,,USD,rating=Strong Buy; base=20,"- 6. Appendix 12M 주가추이 시가총액 3,062.69 억 위안 Balance sheet data 순자산 ROE 714.55 억 위안 34.14% Earning data TTM PER 12M EPS 26.1 배 4.18 위안 #### 주요 주주 秦英林 39.64% 牧原实业集团有限公司 13.01% SMIC 2 팀 팀장 43 기 박소현 팀원 43 기 최희창 44 기 김우일 44 기 문준오 44 기 신승교 ### 0. Intro 현재 중국 기업은 올해 상반기 말부터 있었던 중국 당국의 무차별적 규제에 대한 우려 로 매력이 없는 투자처로 인식되고 있다. 다만, 레이달리오를 비롯한 구루들은 오히려 중국 당국의 정책 방향성과 맞아떨어지는 중국 전기차, 반도체, 친환경 주식의 매력은 더 커질 것이라고 주장하고 있다. 실제로 올 해 중국 지...",ok,markdown reextract; Target price not found; OpenDataLoader target missing; preserved previous target fields
15,7,2021-11-30T12:59:31,"Equity Research, Chegg",Chegg,CHGG,NYSE,Buy,http://snusmic.com/wp-content/uploads/2021/11/21_2_3주차_수정보고서_1팀_Chegg.pdf,2021-11-30_equity-research-chegg.pdf,27.12,,43.5,,USD,rating=Buy; base=43.5,"EV/Revenue Method 목표주가: $ 43.50 현재주가: $ 27.12 상승여력: 60 % 12M 주가추이 Market cap. $ 3.88B ###### Balance sheet data Equity PBR ROE ROA $ 610 M 3.06 x 0.03 % 2.36 % 6.50% Earning data PER 12M EPS 당기순이익 영업이익 영업이익률 EV/EBITDA 17.27 x $ 1.57 -$ 6.2 M $ 56.8 M <Earning Table> 8.8% 37.22 x 주요 주주 Bailllie Gifford & Co. 12.79% The Vanguard Group, Inc. 8.45% Artisan Partners L.P. 5.55% SMIC 1 팀 팀장 43 기 박성준 팀원 43 기 신승연 - 43 기 신희...",ok,markdown reextract
15,8,2021-11-19T02:02:50,"Equity Research, NPC",NPC,004250,KRX,Strong Buy,http://snusmic.com/wp-content/uploads/2021/11/21_2_2주차_수정보고서_5팀_NPC.pdf,2021-11-19_equity-research-npc.pdf,5910.0,,9290.0,,KRW,rating=Strong Buy; base=9290,"1: 제 2의 물결, 전기차 폐배터리 - 4. 투자포인트2: 물류의 블루칩, 파렛트와 컨테이너 - 5. ESG Issue - 6. Potential: VC 투자, 엔코어벤처스 - 7. Valuation 12M 주가추이 시가총액 2170 억원 Balance sheet data 순자산 PBR 2954 억원 0.81 배 Earning data PER TTM EPS 영업이익률 11.43 배 449 원 6.45% ##### <Earning Table> ###### 주요 주주 임익성 20.84% ㈜동주 15.16% SMIC 5 팀 팀장 43 기 이재희 팀원 43 기 이재민 - 43 기 최형준 - 44 기 김유진 44 기 이재원 #### 0. Intro ) 일 ) 1848년 1월 24일, 제임스 윌리엄 마샬(James William Marshall)...",ok,markdown reextract; Korean numeric ticker; exchange prefix inferred as KRX
15,9,2021-11-19T02:01:56,"Equity Research, 원티드랩",원티드랩,376980,KRX,Buy,http://snusmic.com/wp-content/uploads/2021/11/21_2_2주차_수정보고서_4팀_원티드랩.pdf,2021-11-19_equity-research-원티드랩.pdf,35500.0,,50900.0,,KRW,rating=Buy; base=50900,"1: 수시채용 확대, 동사로의 수혜가 쏟아진다 - 4. 투자포인트 2: 긱스, 프리랜서 시장 성장에 올라타다 - 5. Issue & Risk - 6. Valuation – PER Method - 7. Appendix (단위: 백만 원) 2018 2019 2020 1Q21 2Q21 3Q21 2021E 2022E 2023E 2024E 2025E 영업수익 3,358 8,427 14,696 5,703 7,768 9,005 32,861 51,530 71,843 96,344 125,717 영업수익 YoY (%) 150.97% 74.38% 93.29% 141.24% 130.31% 123.60% 56.81% 39.42% 34.10% 30.49% 영업비용 6,947 14,318 19,938 5,294 5,802 6,480 27,617 38,559 52,...",ok,markdown reextract; Korean numeric ticker; exchange prefix inferred as KRX
15,10,2021-11-19T02:01:04,"Equity Research, 카카오게임즈",카카오게임즈,293490,KRX,Buy,http://snusmic.com/wp-content/uploads/2021/11/21_2_2주차_수정_보고서_3팀_카카오게임즈.pdf,2021-11-19_equity-research-카카오게임즈.pdf,97900.0,120700.0,151300.0,151300.0,KRW,rating=Buy; bear=120700; bull=151300; base=151300,"PER Valuation - 5. Appendix <Earning Table> ##### Rating ## Buy 목표주가: Bull 151.300 원/ Bear 120,700 원 현재주가: 97,900 원 상승여력: 55% / 23% 12M 주가추이 시가총액 73,125 억원 Balance sheet data 순자산 PBR 10,253 억원 3.39 배 12.12% ROE Earning data PER 12M EPS EV/EBITDA 33.33 배 3,272 원 38.63 배 ##### 주요 주주 카카오 외 14인 50.85% SMIC 3 팀 팀장 43 기 박규형 팀원 43 기 김필호 44 기 김영서 44 기 김용준 44 기 오유진 ### 0. Intro 바야흐로 대 메타버스 시대가 도래했다. 분야를 막론하고 가상세계의 무한한 잠재성을...",ok,markdown reextract; Korean numeric ticker; exchange prefix inferred as KRX
15,11,2021-11-19T01:59:48,"Equity Research, 예스티",예스티,122640,KRX,Buy,http://snusmic.com/wp-content/uploads/2021/11/21_2_2주차_수정보고서_2팀_예스티.pdf,2021-11-19_equity-research-예스티.pdf,13600.0,,25300.0,,KRW,rating=Buy; base=25300,"1 : SiC 전력반도체 시장 우리가 먹는다! - 4. 투자포인트 2 : 지분율 이슈 또한 걱정 없다! - 5. Valuation 12M 주가추이 시가총액 2,352 억원 Balance sheet data 순자산 PBR ROE 900 억원 1.97 배 0.48% Earning data PER 12M EPS EV/EBITDA N/A 배 -1,414 원 71.05 배 #### 주요 주주 장동복 외 4 인 22.62% 박윤배 외 5 인 6.16% SMIC 2 팀 팀장 43 기 박소현 팀원 43 기 최희창 44 기 김우일 44 기 문준오 44 기 신승교 ### 0. Intro – 메가 트렌드에 대한 고찰 #### “투자 철학이란 시장의 작동원리와 투자자들의 실수를 바라보는 일관된 사고방식이다.” 가치평가 분야의 세계적 석학 어스워스 다모다란의...",ok,markdown reextract; Korean numeric ticker; exchange prefix inferred as KRX
15,12,2021-11-19T01:58:29,"Equity Research, 하이브",하이브,352820,KRX,Buy,http://snusmic.com/wp-content/uploads/2021/11/21_2_2주차_수정보고서_1팀_하이브.pdf,2021-11-19_equity-research-하이브.pdf,383500.0,,628000.0,,KRW,rating=Buy; base=628000,"1 : NFT 시장의 강력한 Dynamite! - - 두나무와의 전략적 제휴를 통한 NFT 시장 진출 - - NFT 생태계를 움켜쥘 메타버스화된 위버스 - 4. 투자포인트 2 : 본업도 불타오르네~ - - 리오프닝으로 인한 공연 매출 확대 - - 그 외 본업도 모두 완벽하다! - 5. Risk - BTS 입대? 걱정마시라! - 6. Valuation: PER Method - 7. Appendix 목표주가: 628,000 원 현재주가: 383,500 원 상승여력: 63.7% 12M 주가추이 시가총액 149,760 억원 Balance sheet data 순자산 PBR ROE ROA 11,984 억원 7.83 배 12.52% 7.61% 6.50% Earning data PER 12M EPS 당기순이익 영업이익 영업이익률 EV/EBITDA 13...",ok,markdown reextract; Korean numeric ticker; exchange prefix inferred as KRX
16,1,2021-11-03T13:53:53,"equity Research, 엔씨소프트",엔씨소프트,036570,KRX,Sell,http://snusmic.com/wp-content/uploads/2021/11/21_2_1주차_보고서_5팀_엔씨소프트_수정보고서.pdf,2021-11-03_equity-research-엔씨소프트.pdf,607000.0,,372000.0,,KRW,rating=Sell; base=372000,"12M 주가추이 시가총액 13 조 3261 억원 Balance sheet data 순자산 PBR 3 조 1,372 억원 3.83 배 Earning data PER TTM EPS 영업이익률 32.58 배 18630 원 20.9% ###### 주요 주주 김택진 11.97 % 넷마블㈜ 8.88 % SMIC 5 팀 43 기 이재희 - 43 기 이재민 - 43 기 최형준 - 44 기 김유진 - 44 기 이재원 #### 0. Intro ###### No Country for old men. 2008년 아카데미 4개의 부문을 석권했던 명작 영화 ‘No Country for old men’. 이 명작 영화는 범죄가 일어나는 공간에 항상 한 발 늦게 도착하는 베테랑 보안관을 통해, 아무 리 과거로부터 지혜를 얻었다고 할 지라도 격변하는 현재와 미래에 대...",ok,markdown reextract; Korean numeric ticker; exchange prefix inferred as KRX; Non-buy rating: Sell
16,2,2021-11-03T13:53:06,"equity Research, 넥스틴",넥스틴,348210,KRX,Buy,http://snusmic.com/wp-content/uploads/2021/11/21_2_1주차_수정보고서_4팀_넥스틴.pdf,2021-11-03_equity-research-넥스틴.pdf,52800.0,,72400.0,,KRW,rating=Buy; base=72400,"– RIM Method & Implied PER - 9. Appendix Earning Table |(단위: 백만 원)|2018 2019 2020|1Q21 2Q21|2021E 2022E 2023E 2024E 2025E 2026E 2027E 2028E 2029E 2030E| |---|---|---|---| |매출액<br><br>매출액 YoY (%)|12,929 9,394 49,445<br><br>N/A -27.34% 426.37%|10,162 18,263<br><br>247.69% 69.24%|83,304 127,432 132,427 166,701 197,757 250,706 275,367 333,965 367,901 395,050<br><br>68.48% 52.97% 3.92% 25.88% 18.63% 26.77% 9.84% 21.28%...",ok,markdown reextract; Korean numeric ticker; exchange prefix inferred as KRX
16,3,2021-11-03T13:51:59,"equity Research, 세경하이테크",세경하이테크,148150,KRX,Buy,http://snusmic.com/wp-content/uploads/2021/11/21_2_1주차_수정보고서_3팀_세경하이테크.pdf,2021-11-03_equity-research-세경하이테크.pdf,24950.0,,35000.0,,KRW,rating=Buy; base=35000,"- 5. Appendix #### Rating ## Buy 목표주가: 35,000 원 현재주가: 24,950 원 상승여력: 40% 12M 주가추이 시가총액 2,940 억원 Balance sheet data 순자산 PBR 2,171 억원 1.94 배 0.35% ROE Earning data PER 12M EPS EV/EBITDA 623.75 배 40 원 48.66 배 #### 주요 주주 이영민 외 12인 35.41% SMIC 3 팀 팀장 43 기 박규형 팀원 43 기 김필호 44 기 김영서 44 기 김용준 44 기 오유진 ### 0. Intro 2021년, 폴더블폰 시장이 ‘이번엔 진짜’ 개화했다. 올 한해는 폭발적인 성장의 초입이 될 것이다. 그리고 본 보고서는 그 중심에 Top-Pick 세경하이테크가 있음을 논리적인 시각 으로 분석할...",ok,markdown reextract; Korean numeric ticker; exchange prefix inferred as KRX
16,4,2021-11-03T13:13:58,"equity Research, 키이스트",키이스트,054780,KRX,Buy,http://snusmic.com/wp-content/uploads/2021/11/21_2_1주차_수정보고서_2팀_키이스트.pdf,2021-11-03_equity-research-키이스트.pdf,15000.0,,20800.0,,KRW,rating=Buy; base=20800,"12M 주가추이 시가총액 2661 억원 Balance sheet data 순자산 PBR ROE 442 억원 5.96 배 14.31% Earning data PER 12M EPS 39.76 배 369 원 #### 주요 주주 에스엠스튜디오스 24.35% 에스엠엔터재팬 5.88% SMIC - 43 기 박소현 - 43 기 최희창 - 44 기 김우일 - 44 기 문준오 44 기 신승교 ### 0. INTRO 지금은 바야흐로 콘텐츠의 시대이다. 과거와 다르게 플랫폼의 글로벌 확장이 용이해지면 서, 콘텐츠의 잠재 수요자 또한 급격하게 늘어났다. 그 결과 콘텐츠의 수익성 또한 기하 급수적으로 증가할 수 있었다. 인구 수 5천만 명인 대한민국의 드라마 <오징어게임>이 17일만에 누적 시청자 수 1억 1천만 명을 돌파하며, 제작비의 1,000배 이상의 수...",ok,markdown reextract; Korean numeric ticker; exchange prefix inferred as KRX
16,5,2021-11-03T12:45:13,"Equity Research, 주성엔지니어링",주성엔지니어링,036930,KRX,Buy,http://snusmic.com/wp-content/uploads/2021/11/21_2_1주차_수정보고서_1팀_주성엔지니어링-1.pdf,2021-11-03_equity-research-주성엔지니어링.pdf,11200.0,,26700.0,,KRW,rating=Buy; base=26700,"1 : High Return를 가져온다! 태양전지! - - 차세대 태양전지 기술 HJT에 사용되는 동사의 장비 - - 태양전지 사업부 매출 추정 - 4. 투자포인트 2 : Low-Risk를 책임진다! 반도체! - - 반도체 사이클? 반도체 투자의 해답을 찾아서 - - 반도체 사업부 매출 추정 - 5. 투자 전략 - 서서히 분할매수로 접근해야 할때! - 6. Valuation: RIM & PER Method - 7. Appendix <Earning Table> #### Rating ## Buy 목표주가: 26,700 원 현재주가: 11,200 원 상승여력: 138.4% 12M 주가추이 시가총액 5404 억원 Balance sheet data 순자산 PBR ROE 2,542,억원 1.74 배 - -3.52% - -1.65% 6.50% ROA...",ok,markdown reextract; Korean numeric ticker; exchange prefix inferred as KRX
16,6,2021-06-06T14:16:32,"Equity Research, LG유플러스",LG유플러스,032640,KRX,Buy,http://snusmic.com/wp-content/uploads/2021/06/21_1_4주차_수정보고서_5팀_LG유플러스.pdf,2021-06-06_equity-research-lg유플러스-2.pdf,14500.0,,26450.0,,KRW,rating=Buy; base=26450,"1 좋든 싫든 5G - 5. 투자포인트 2 엄마들 입소문 자자한 ‘U+아이들나라’ - 6. 기타 사업부 매출 추정 - 7. Valuation - 8. Appendix 12M 주가추이 시가총액 6 조 5055 억 원 Balance sheet data 순자산 81,066 억원 PBR ROE 0.88 배 8.89% Earning data PER 12M EPS 12.55 배 1,187 원 ###### 주요 주주 LG 외 2 인 37.67% 국민연금공단 10% SMIC 42 기 이승엽 - 42 기 김동휘 - 42 기 이종명 - 43 기 박소현 - 43 기 이재희 #### 1. Intro 조정 장세인 현재 현재 주식 시장은 인플레이션의 기미가 보이며 테이퍼링 및 금리인상에 대한 우려가 가득한 상태이다. 급하게 주가가 상승하여 벨류에이션에 부담이 가...",ok,markdown reextract; Korean numeric ticker; exchange prefix inferred as KRX
16,7,2021-06-06T14:15:03,"Equity Research, 에스엘",에스엘,005850,KRX,Buy,http://snusmic.com/wp-content/uploads/2021/06/21_1_4주차_수정보고서_4팀_에스엘.pdf,2021-06-06_equity-research-에스엘.pdf,31200.0,,50000.0,,KRW,rating=Buy; base=50000,"Part I – Earnings Estimates - 7. Valuation Part II – Peer PER Method - 8. Appendix |(단위: 백만 원) 2013 2014 2015 2016 2017 2018 2019 2020 1Q20 2021F 2022F 매출액 1,241,661 1,359,380 1,395,133 1,620,581 1,489,428 1,598,634 2,262,212 2,505,017 740,376 3,137,647 3,647,592 매출액 yoy(%) 9.48% 2.63% 16.16% -8.09% 7.33% 41.51% 10.73% 25.25% 16.25% 매출원가 1,119,351 1,209,538 1,219,126 1,403,824 1,321,407 1,465,522 2,052,544 2,250,2...",ok,markdown reextract; Korean numeric ticker; exchange prefix inferred as KRX
16,8,2021-06-06T14:13:36,"Equity Research, 시그넷이브이",시그넷이브이,075580,KRX,,http://snusmic.com/wp-content/uploads/2021/06/21_1_4주차_보고서_3팀_시그넷이브이_수정보고서.pdf,2021-06-06_equity-research-시그넷이브이.pdf,61300.0,,40400.0,,KRW,base=40400,"– DCF Method 12M 주가추이 시가총액 3,383억원 ##### Balance sheet data 순자산 PBR ROE 300억원 14.96 5.3 Earning data 118 배 203 원 PER 12M EPS <Earning Table> 6.83% #### 주요 주주 황호철(외 3인) 18.26% SMIC 3팀 팀장 42기 서주은 팀원 42기 문인우 - 42기 최재원 - 43기 김필호 43기 박규형 - 0. Intro - 1. 기업분석 꿈을 팔면서 주가가 오르는 기업은 결국 그 꿈을 얼마나 달성하면서 더 큰 꿈을 보여줄 수 있느냐가 주가 상승에 있어 중요하다. 정확한 매출 추정을 통해 적정 주가를 추정하 는 것보다 해당 기업이 커지는 시장에서 점유율을 어느정도 차지할 수 있을지에 대해 러프하게 가정하고 그 숫자가 매우 크다...",ok,markdown reextract; Korean numeric ticker; exchange prefix inferred as KRX
16,9,2021-06-06T14:12:22,"Equity Research, 효성티앤씨",효성티앤씨,298020,KRX,Buy,http://snusmic.com/wp-content/uploads/2021/06/21_1_4주차_수정보고서_효성티앤씨.pdf,2021-06-06_equity-research-효성티앤씨.pdf,710000.0,,975000.0,,KRW,rating=Buy; base=975000,"RIM Valuation Method - 6. 투자전략 <Earning Table> ##### Rating # Buy 목표주가: 975,000 원 현재주가: 710,000 원 상승여력: 37.3% 12M 주가추이 시가총액 3 조 727 억원 ##### Balance sheet data 순자산 PBR 8,870 억원 - 4.19 배 41.43% - 5.56% - 6.50% ROE ROA ##### Earning data PER 12M EPS 당기순이익 영업이익 영업이익률 EV/EBITDA 11.99 배 31,610 원 - 1,683 억원 - 2,666 억원 5.16% 4.42 배 #### 주요 주주 (주)효성 20.32% 조현준 14.59% 조석래 8.19% SMIC - 42 기 강상헌 - 42 기 박솔우 - 43 기 신승연 - 43 기...",ok,markdown reextract; Korean numeric ticker; exchange prefix inferred as KRX
16,10,2021-06-06T14:08:24,"Equity Research, 제이콘텐트리",제이콘텐트리,036420,KRX,Buy,http://snusmic.com/wp-content/uploads/2021/06/SMIC_1팀_제이콘텐트리.pdf,2021-06-06_equity-research-corning-2.pdf,53000.0,,74500.0,,KRW,rating=Buy; base=74500,"1: 지금은 K-Drama에 현질할 타이밍! - 4. 투자포인트 2: 참을 만큼 참았다, 분노의 질주 - 5. ISSUE & RISK - 6. Valuation – SOTP Method - 7. Appendix 41.0% 12M 주가추이 시가총액 8,684억원 Balance sheet data Net Asset PBR ROE (*) 2,639억 4.82 -52.61% <Earning Table> Earning data 6.83% 12M EPS (*) 당기순이익(2020) -221 원 -1,540 억원 주요 주주 중앙홀딩스 37.57% 중앙일보 2.87% 홍정도 0.93% SMIC 1팀 팀장 42기 최준우 팀원 42기 심희준 43기 박성준 43기 신희원 43기 이재민 ### 0. Intro ) 일 ) 거대 OTT 기업 넷플릭스의 뒤를 이어...",ok,markdown reextract; Korean numeric ticker; exchange prefix inferred as KRX
16,11,2021-05-31T08:06:26,"Equity Research, Corning",Corning,GLW,NYSE,Buy,http://snusmic.com/wp-content/uploads/2021/05/21_1_3주차_수정보고서_5팀_Corning.pdf,2021-05-31_equity-research-corning.pdf,43.56,,57.0,,USD,rating=Buy; base=57,"1 미국 통신 인프라 구축은 시작됐다 - 3. 투자포인트 2 압도적 기술력, 다 같은 유리가 아니다 - 4. Valuation - 5. Issue & Risk - 6. Appendix 12M 주가추이 시가총액 $38B (42 조) Balance sheet data PBR 3.21 배 Earning data PER 12M EPS 31.17 배 $34.02 ##### 주요 주주 Vanguard Group 9.94% Blackrock 6.36% SMIC 42 기 이승엽 - 42 기 김동휘 - 42 기 이종명 - 43 기 박소현 - 43 기 이재희 #### 0. Intro 동사는 1851년에 설립된 유리 제작 기업으로, 170년이라는 긴 시간동안 미국의 역사 속 에서 기술 혁명을 이끌어 왔다. 1879년 세상에 빛을 가져온 에디슨의 백열 전구를...",ok,markdown reextract
16,12,2021-05-31T08:04:28,"Equity Research, Ping An Healthcare & Technology",Ping An Healthcare & Technology,1833,HKG,Buy,http://snusmic.com/wp-content/uploads/2021/05/21_1_3주차_보고서_4팀_Ping_An_Healthcare.pdf,2021-05-31_equity-research-ping-an-healthcare-technology.pdf,,,150.0,,HKD,rating=Buy; base=150,"DCF Method & Implied PSR Method - 7. Appendix - 4.2. Importance of Online Medical Service - 4.3. No.1 Telehealth Service in China = Ping An Healthcare - 4.4. Revenue Estimate ##### <Earning Table> |(Unit: 1000 RMB) 2015 2016 2017 2018 2019 2020 2021F 2022F 2023F 2024F 2025F Revenue 278,700 601,500 1,868,021 3,337,849 5,065,429 6,865,987 9,765,493 13,106,328 17,981,588 25,058,115 34,975,107 Revenue yoy (%) 116% 211...",ok,markdown reextract
17,1,2021-05-31T08:01:21,"Equity Research, West Fraser Timber. Co. Ltd",West Fraser Timber. Co. Ltd,WFG,NYSE,,http://snusmic.com/wp-content/uploads/2021/05/21_1_3주차_수정보고서_3팀_WFG.pdf,2021-05-31_equity-research-west-fraser-timber-co-ltd.pdf,78.0,,137.0,,USD,base=137,"1: ‘역대급’ 호황에 목재는 활활 타는 중 - 3. 투자포인트 2: OSB No.1 인수로 Panel까지 정복 완료! - 4. 투자포인트 3: Pulp & Paper, 필연적 수요 - 5. Issue & Risk - 6. Valuation - PER Method - 7. Appendix 12M 주가추이 시가총액 9.77 bil. USD ###### Balance sheet data 순자산 PBR ROE 2.47 bil. USD 2.48배 30.06% Earning data 6.83% 5.6 배 PER 12M EPS <Earning Table> 8.86USD ##### 주요 주주 Great Pacific Capital Co. 7.47% SMIC 3팀 팀장 42기 서주은 팀원 42기 문인우 - 42기 최재원 - 43기 김필호 43기 박규형...",ok,markdown reextract
17,2,2021-05-31T07:59:04,"Equity Research, Star Bulk Carriers",Star Bulk Carriers,SBLK,NASDAQ,Strong Buy,http://snusmic.com/wp-content/uploads/2021/05/21_1_3주차_보고서_2팀_Star_Bulk_Carriers-1.pdf,2021-05-31_equity-research-star-bulk-carriers.pdf,21.5,,37.8,,USD,rating=Strong Buy; base=37.8,"Peer Historical PER Method - 7. Appendix ###### Rating ## Strong Buy 목표주가: $ 37.8 현재주가: $ 21.5 상승여력: 75.9% 12M 주가추이 Market cap. $2.077B Balance sheet data $1,548,527,000 1.31 배 Equity PBR - 0.63 % - 1.32 % 6.50% ROE ROA Earning data PER 12M EPS 당기순이익 영업이익 영업이익률 EV/EBITDA 208.55 배 $ 0.10 $9,660,000 $ 83,988,000 12.1% 16.78 배 ###### 주요 주주 Oaktree Capital Management 39.3% Jefferies Group. 7.2% SMIC 2 팀 팀장 42 기 강상헌 팀원...",ok,markdown reextract
